epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,5360.41,0.5,0.44365,0.93395,0.58362,0.44256,0.46668,0.24341,1.63453,1.34723,1.41621,0.00505,0.00505,0.00505
27,5568.71,0.50176,0.44635,0.93563,0.59856,0.43586,0.4712,0.24704,1.62288,1.3374,1.40659,0.004852,0.004852,0.004852
28,5771.35,0.49394,0.43978,0.93424,0.59734,0.44043,0.47194,0.24644,1.62769,1.33443,1.40512,0.004654,0.004654,0.004654
29,5976.22,0.49192,0.43847,0.93272,0.59174,0.44007,0.47329,0.2485,1.61579,1.34241,1.40071,0.004456,0.004456,0.004456
30,6183.14,0.48406,0.43301,0.92918,0.60123,0.43921,0.47665,0.2509,1.61162,1.32715,1.39237,0.004258,0.004258,0.004258
31,6399.05,0.47872,0.42624,0.92561,0.59752,0.4479,0.47926,0.25265,1.60705,1.31888,1.38585,0.00406,0.00406,0.00406
32,6601.63,0.47441,0.42171,0.92646,0.60476,0.4455,0.48131,0.25286,1.60669,1.31302,1.39483,0.003862,0.003862,0.003862
33,6810.47,0.47553,0.41945,0.92365,0.60161,0.44518,0.4829,0.25306,1.6059,1.30447,1.38523,0.003664,0.003664,0.003664
34,7024.47,0.47171,0.41981,0.92492,0.6025,0.44752,0.48319,0.25488,1.6036,1.30094,1.38619,0.003466,0.003466,0.003466
35,7234.94,0.46287,0.4125,0.92351,0.60217,0.45251,0.4861,0.2572,1.59587,1.301,1.38248,0.003268,0.003268,0.003268
36,7446.6,0.46303,0.41218,0.92312,0.60629,0.44996,0.48672,0.25671,1.59873,1.29617,1.38371,0.00307,0.00307,0.00307
37,7655.06,0.45514,0.40552,0.91863,0.60899,0.45193,0.4894,0.25971,1.59398,1.28283,1.37376,0.002872,0.002872,0.002872
38,7859.1,0.45077,0.39894,0.91939,0.61959,0.44874,0.49128,0.26107,1.58869,1.28296,1.37312,0.002674,0.002674,0.002674
39,8067.11,0.45124,0.40003,0.91995,0.61276,0.45515,0.49181,0.26153,1.58937,1.27699,1.37693,0.002476,0.002476,0.002476
40,8279.54,0.44351,0.3944,0.9162,0.61647,0.45033,0.49113,0.2616,1.58747,1.27772,1.37459,0.002278,0.002278,0.002278
41,8487.61,1.59809,1.35606,1.41172,0.61753,0.45234,0.49488,0.26382,1.57661,1.26677,1.3631,0.00208,0.00208,0.00208
42,8710.11,1.56601,1.32311,1.3988,0.6221,0.4579,0.50162,0.26863,1.56476,1.25304,1.35905,0.001882,0.001882,0.001882
43,8922.71,1.54757,1.30127,1.38259,0.62163,0.46126,0.50393,0.26991,1.55212,1.24607,1.3522,0.001684,0.001684,0.001684
44,9131.88,1.53682,1.28007,1.36914,0.62222,0.46175,0.50623,0.27155,1.54938,1.23937,1.34644,0.001486,0.001486,0.001486
45,9346.59,1.51747,1.25569,1.36135,0.62055,0.46278,0.50811,0.27385,1.54298,1.23012,1.34291,0.001288,0.001288,0.001288
46,9556.73,1.50559,1.23981,1.35589,0.62377,0.46278,0.50953,0.27475,1.54154,1.22892,1.34154,0.00109,0.00109,0.00109
47,9767.5,1.50076,1.22577,1.34454,0.63075,0.46144,0.51199,0.27644,1.5381,1.22227,1.33934,0.000892,0.000892,0.000892
48,9986.18,1.49159,1.21909,1.3422,0.63054,0.46322,0.51408,0.2779,1.53569,1.21811,1.33787,0.000694,0.000694,0.000694
49,10204.3,1.4845,1.19746,1.33418,0.6287,0.46657,0.51474,0.27868,1.53564,1.21374,1.33691,0.000496,0.000496,0.000496
50,10428.9,1.47656,1.1888,1.32994,0.63069,0.46632,0.51512,0.2793,1.53372,1.21006,1.33576,0.000298,0.000298,0.000298
