epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,4640.47,0.54628,0.48451,0.9514,0.56877,0.42435,0.44905,0.23119,1.65486,1.40455,1.45213,0.007921,0.007921,0.007921
23,4859.18,0.55071,0.48656,0.95234,0.56219,0.43115,0.44979,0.23293,1.65894,1.40327,1.43836,0.007822,0.007822,0.007822
24,5083.6,0.54296,0.48089,0.95054,0.58784,0.42798,0.45711,0.23635,1.6551,1.39183,1.44449,0.007723,0.007723,0.007723
25,5299.73,0.54036,0.48004,0.9498,0.58127,0.43201,0.45743,0.23695,1.64959,1.38165,1.43444,0.007624,0.007624,0.007624
26,5510.36,0.53088,0.47082,0.94602,0.57651,0.43695,0.45951,0.23692,1.64641,1.37723,1.4328,0.007525,0.007525,0.007525
27,5721.09,0.53422,0.47399,0.9485,0.57369,0.43347,0.45962,0.23973,1.64095,1.3751,1.43304,0.007426,0.007426,0.007426
28,5937.93,0.52329,0.46635,0.94527,0.58533,0.43466,0.46033,0.23902,1.64006,1.38145,1.43025,0.007327,0.007327,0.007327
29,6150.86,0.52419,0.46473,0.94364,0.57623,0.43469,0.46195,0.23994,1.63139,1.36751,1.42182,0.007228,0.007228,0.007228
30,6356.81,0.51823,0.46102,0.94184,0.58445,0.43683,0.465,0.24106,1.63654,1.36307,1.42563,0.007129,0.007129,0.007129
31,6566.43,0.51436,0.45707,0.93998,0.58203,0.43616,0.4661,0.24401,1.62909,1.35656,1.41857,0.00703,0.00703,0.00703
32,6776.58,0.5141,0.45358,0.94088,0.58177,0.44019,0.46623,0.2437,1.62088,1.34644,1.42415,0.006931,0.006931,0.006931
33,6991.88,0.51488,0.4547,0.9412,0.59128,0.44166,0.4693,0.24565,1.61635,1.34566,1.4225,0.006832,0.006832,0.006832
34,7212.18,0.50858,0.45154,0.93923,0.59816,0.43915,0.4726,0.24828,1.61388,1.33737,1.41854,0.006733,0.006733,0.006733
35,7422.59,0.50605,0.4485,0.93869,0.59263,0.44526,0.47608,0.25045,1.60909,1.33186,1.40471,0.006634,0.006634,0.006634
36,7637.69,0.50336,0.44802,0.93734,0.59252,0.44019,0.47705,0.25039,1.60791,1.33335,1.4017,0.006535,0.006535,0.006535
37,7843.52,0.50005,0.44508,0.93555,0.59593,0.4488,0.47945,0.25175,1.60571,1.32372,1.40705,0.006436,0.006436,0.006436
38,8056.89,0.49273,0.43861,0.9352,0.59266,0.44668,0.4775,0.25238,1.60073,1.32413,1.40423,0.006337,0.006337,0.006337
39,8269,0.49948,0.44116,0.93646,0.59445,0.44904,0.47923,0.25268,1.60301,1.31793,1.40332,0.006238,0.006238,0.006238
40,8484.48,0.49193,0.43404,0.93308,0.59392,0.44972,0.48119,0.25374,1.59866,1.31034,1.40173,0.006139,0.006139,0.006139
41,8691.5,0.49046,0.43566,0.93198,0.6039,0.44538,0.48293,0.25476,1.59629,1.31196,1.38868,0.00604,0.00604,0.00604
42,8908.3,0.49123,0.43785,0.93485,0.59627,0.44973,0.48313,0.2545,1.59551,1.30952,1.38987,0.005941,0.005941,0.005941
43,9115.93,0.4844,0.43182,0.93089,0.59659,0.45075,0.48447,0.25617,1.59128,1.30258,1.38579,0.005842,0.005842,0.005842
44,9323.93,0.48285,0.42975,0.9307,0.59986,0.45637,0.48695,0.25703,1.58963,1.30137,1.39266,0.005743,0.005743,0.005743
45,9543.14,0.48727,0.43391,0.93332,0.59901,0.45332,0.48658,0.25612,1.58894,1.30217,1.3871,0.005644,0.005644,0.005644
46,9754.07,0.47935,0.42711,0.93179,0.59939,0.45179,0.48705,0.25771,1.58704,1.3027,1.39084,0.005545,0.005545,0.005545
47,9962.09,0.47936,0.4289,0.93033,0.61002,0.44777,0.48728,0.25828,1.58655,1.29779,1.39102,0.005446,0.005446,0.005446
48,10171.4,0.4788,0.42512,0.92904,0.60204,0.45344,0.48848,0.2586,1.5876,1.29598,1.3867,0.005347,0.005347,0.005347
49,10380.7,0.46941,0.41635,0.92622,0.60629,0.45057,0.49016,0.25964,1.58497,1.29142,1.38353,0.005248,0.005248,0.005248
50,10597,0.47114,0.42114,0.92492,0.6028,0.45362,0.48995,0.26065,1.5843,1.28973,1.38064,0.005149,0.005149,0.005149
51,10818.5,0.47294,0.41809,0.92744,0.60088,0.45495,0.4917,0.26175,1.58156,1.28662,1.37841,0.00505,0.00505,0.00505
52,11041.3,0.47314,0.41917,0.92691,0.59723,0.45888,0.4916,0.26201,1.57991,1.28445,1.37719,0.004951,0.004951,0.004951
53,11252.9,0.46412,0.41413,0.92442,0.60062,0.45748,0.49312,0.26251,1.57796,1.28204,1.37674,0.004852,0.004852,0.004852
54,11468.1,0.46083,0.41023,0.92546,0.598,0.45741,0.49345,0.26319,1.57656,1.27879,1.37704,0.004753,0.004753,0.004753
55,11676,0.45964,0.41128,0.92266,0.59917,0.46058,0.49351,0.26382,1.57582,1.27536,1.37635,0.004654,0.004654,0.004654
56,11889.7,0.45923,0.40914,0.92228,0.60428,0.45826,0.4948,0.26413,1.5723,1.27186,1.37451,0.004555,0.004555,0.004555
57,12108.1,0.46263,0.40924,0.92489,0.59889,0.46211,0.49592,0.26502,1.57183,1.26803,1.37423,0.004456,0.004456,0.004456
58,12323.3,0.45564,0.40716,0.92185,0.60616,0.46046,0.49689,0.26553,1.57019,1.26655,1.37233,0.004357,0.004357,0.004357
59,12532.3,0.45594,0.40489,0.92242,0.60643,0.4593,0.49721,0.2659,1.56823,1.26524,1.37108,0.004258,0.004258,0.004258
60,12744.4,0.45478,0.40502,0.92202,0.60748,0.46042,0.49801,0.26603,1.56769,1.26358,1.36984,0.004159,0.004159,0.004159
61,12944.8,0.45616,0.40605,0.9218,0.60484,0.46126,0.49815,0.26632,1.56786,1.26222,1.36959,0.00406,0.00406,0.00406
62,13149.1,0.45245,0.40298,0.92163,0.60306,0.46255,0.4985,0.26636,1.56759,1.26021,1.37003,0.003961,0.003961,0.003961
63,13364.7,0.44736,0.39924,0.92122,0.60544,0.46221,0.49913,0.26674,1.56633,1.25976,1.36884,0.003862,0.003862,0.003862
64,13583.1,0.44548,0.39523,0.91943,0.60872,0.46199,0.50056,0.26728,1.56539,1.25875,1.36839,0.003763,0.003763,0.003763
65,13795,0.44544,0.39699,0.92042,0.60525,0.46523,0.50143,0.26777,1.56475,1.2572,1.36796,0.003664,0.003664,0.003664
66,14009.9,0.44323,0.39789,0.92047,0.60468,0.46551,0.5014,0.26773,1.56453,1.25667,1.36866,0.003565,0.003565,0.003565
67,14219.6,0.44012,0.39347,0.91889,0.60172,0.46657,0.50145,0.26852,1.5624,1.25593,1.36796,0.003466,0.003466,0.003466
68,14430.5,0.43386,0.3909,0.9182,0.60335,0.46437,0.50186,0.26855,1.56086,1.25461,1.36765,0.003367,0.003367,0.003367
69,14641.3,0.44058,0.39161,0.91918,0.60645,0.46333,0.50206,0.26889,1.56023,1.25315,1.36749,0.003268,0.003268,0.003268
70,14851.1,0.43535,0.38759,0.91708,0.60229,0.46657,0.50241,0.26902,1.56003,1.25192,1.36662,0.003169,0.003169,0.003169
71,15051.5,0.43326,0.38778,0.91659,0.60276,0.46657,0.50286,0.26936,1.55971,1.25114,1.36609,0.00307,0.00307,0.00307
72,15256.9,0.43134,0.38521,0.9155,0.60363,0.46565,0.50329,0.26958,1.55954,1.24986,1.36549,0.002971,0.002971,0.002971
73,15467.8,0.43093,0.38526,0.91507,0.60291,0.46725,0.50378,0.26998,1.5591,1.24867,1.36501,0.002872,0.002872,0.002872
74,15678.1,0.42837,0.3804,0.9158,0.6042,0.46767,0.50411,0.27021,1.55918,1.24776,1.36442,0.002773,0.002773,0.002773
75,15893.6,0.42865,0.38325,0.91527,0.60527,0.46655,0.50396,0.27011,1.55839,1.24709,1.36376,0.002674,0.002674,0.002674
76,16094.8,0.42742,0.37938,0.91458,0.60387,0.46785,0.50416,0.27045,1.55782,1.2458,1.36289,0.002575,0.002575,0.002575
77,16300.7,0.42395,0.37825,0.91352,0.60379,0.4675,0.50465,0.27065,1.55747,1.24444,1.36244,0.002476,0.002476,0.002476
78,16511.3,0.4205,0.37445,0.912,0.60427,0.4675,0.50504,0.27086,1.55747,1.24356,1.36224,0.002377,0.002377,0.002377
79,16714.2,0.4219,0.37748,0.91534,0.60448,0.46838,0.50544,0.27095,1.55731,1.24281,1.36186,0.002278,0.002278,0.002278
80,16926.5,0.41822,0.37312,0.91215,0.6061,0.46858,0.50569,0.27122,1.55709,1.24219,1.36164,0.002179,0.002179,0.002179
81,17139.8,0.41615,0.37273,0.91098,0.60622,0.4686,0.50582,0.27126,1.55684,1.24118,1.36142,0.00208,0.00208,0.00208
82,17341.8,0.41331,0.36897,0.91081,0.60658,0.46858,0.50606,0.27134,1.55615,1.24036,1.36075,0.001981,0.001981,0.001981
83,17559.2,0.41156,0.36831,0.91059,0.6088,0.46816,0.50653,0.27156,1.55575,1.23953,1.36036,0.001882,0.001882,0.001882
84,17773.1,0.41292,0.3685,0.9113,0.60747,0.46919,0.50656,0.27183,1.55547,1.239,1.36008,0.001783,0.001783,0.001783
85,17985.1,0.41183,0.36878,0.91134,0.60899,0.46816,0.50695,0.27185,1.55496,1.23812,1.35971,0.001684,0.001684,0.001684
86,18213.6,0.40733,0.36358,0.90982,0.60949,0.46828,0.50706,0.27203,1.55472,1.23746,1.35943,0.001585,0.001585,0.001585
87,18454.3,0.40532,0.3621,0.9081,0.61048,0.46779,0.50718,0.27234,1.55434,1.23675,1.35902,0.001486,0.001486,0.001486
